Keyword,EndRank,EndClicks,SearchVolume,03/2021,04/2021,05/2021,06/2021,07/2021,08/2021,09/2021,10/2021,11/2021,12/2021,01/2022,02/2022,03/2022,04/2022,05/2022,06/2022,07/2022,08/2022,09/2022,10/2022,11/2022,12/2022,01/2023,02/2023,03/2023,04/2023,05/2023,06/2023,07/2023,08/2023,09/2023,10/2023,11/2023,12/2023,01/2024,02/2024,03/2024,04/2024,05/2024,06/2024,07/2024,08/2024,09/2024,10/2024,11/2024,12/2024,description,TF-IDF_score
vacancy for nurses in new zealand,26,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,26.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018079783872668315
seek wellington,43,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,43.0,,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018776926224449114
mt eden parking,55,0,0.0,,,,,,,91.0,,73.0,,,74.0,,,66.0,,74.0,59.0,,61.0,78.0,,78.0,74.0,,43.0,54.0,,53.0,,70.0,,75.0,,,,,,,,,42.0,,84.0,,55.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016707511462929116
the hub new plymouth,23,0,0.0,,,,,,,,,,,,,,28.0,,27.0,,23.0,20.0,,34.0,26.0,,28.0,16.0,,20.0,,21.0,30.0,,27.0,18.0,,11.0,,,22.0,,,31.0,,,,,23.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001645960075134851
psychologist internship,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,20.0,,24.0,,20.0,,9.0,,5.0,,3.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001664263161222486
forklift licence christchurch,88,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015589900285581902
employment agencies timaru,82,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,,,,,,82.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016457746328284789
breath alcohol test,58,0,0.0,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,58.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016586203674066875
hawkes bay from auckland,96,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,72.0,,74.0,,,98.0,,92.0,,,,84.0,,96.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018387047929816836
doc community fund,82,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001628873098704606
death auckland,45,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,45.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017768034685865255
auckland bay,92,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001893543022235814
care nz,94,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018672504953564596
community centre christchurch,94,0,0.0,,,,,82.0,,,,74.0,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,79.0,,,94.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018654962055378544
christchurch community centre,64,0,0.0,,67.0,,,74.0,,,,69.0,,,55.0,,,,,,,,,,,86.0,,,,,81.0,,,,,,,,,,,,,47.0,,45.0,,,64.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018654962055378544
auckland information centre,96,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,82.0,,96.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018114601158608873
how to become a psychologist in new zealand,37,0,0.0,,,,,34.0,,22.0,,50.0,,33.0,,,,,,,,,,47.0,48.0,,48.0,,47.0,,56.0,,56.0,,,,,,,,,,,,,,70.0,,37.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001789460203424385
auckland to levin,43,0,0.0,,72.0,,,,,91.0,,,,,66.0,,,58.0,,62.0,64.0,,71.0,58.0,,60.0,,58.0,67.0,,67.0,73.0,,,,52.0,,57.0,62.0,,50.0,,40.0,,33.0,,,,43.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017190836338454502
new grad nurse salary nz,37,0,0.0,,,14.0,,,,,25.0,,22.0,,,15.0,,,31.0,,26.0,,,,,,,,,,,66.0,,,,,,,,54.0,,45.0,,51.0,,37.0,,,37.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017195777062151449
new zealand health dept,66,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,,,92.0,,,,58.0,,68.0,,84.0,,76.0,,66.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017084442657149552
police incident today christchurch,38,0,0.0,,,,,,,,,,,,,25.0,,,,,,21.0,22.0,,22.0,,,,,,,,,,,,,,,,,,,,,44.0,,38.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017185959470868203
tane nui a rangi,46,0,0.0,,,,,34.0,,58.0,,48.0,,,,,,60.0,,54.0,67.0,,80.0,49.0,,44.0,,54.0,51.0,,49.0,,56.0,,,54.0,60.0,,79.0,,81.0,,82.0,,52.0,,,,46.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015483875184738574
how many indians in new zealand,32,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,47.0,,40.0,,44.0,71.0,,,,57.0,,,,57.0,,32.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017130566026180814
admin salary nz,88,0,0.0,,,,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,,,,,,,,93.0,,81.0,,88.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017697467419254137
regions of auckland,67,0,0.0,,,,,33.0,,,,,,75.0,,,74.0,81.0,,87.0,,86.0,81.0,,86.0,76.0,,92.0,,,93.0,,56.0,69.0,,,75.0,,76.0,,85.0,,77.0,,,,,,67.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016798907483423075
psychologist registration nz,22,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,45.0,,46.0,,,,,18.0,,22.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016888070469748872
nz probationary period,59,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,65.0,,,,,,,,71.0,,65.0,,59.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016108620748597694
where to watch the office nz,22,0,0.0,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,81.0,,,,,22.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017480575106869302
bakery te awamutu,62,0,0.0,,,58.0,,,52.0,,,,,,,,,69.0,,,,,,,,,,,,,,,,,,,50.0,,78.0,,57.0,,54.0,,58.0,,,62.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016403916166438006
northlands food,36,0,0.0,,,,,78.0,,87.0,,80.0,,,,71.0,,73.0,,78.0,,,84.0,51.0,,52.0,,,,,,,,,,42.0,47.0,,65.0,,58.0,,53.0,,54.0,,47.0,,36.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016151640558399257
ocs limited christchurch,66,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015728772767164135
ear clinic te awamutu,51,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,51.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016428308450137227
transfer money from australia to new zealand bank account,90,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018804559018260078
touch rules nz,97,0,0.0,,,,,,87.0,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,66.0,76.0,,,,,,,,,,,97.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016771250303524712
focus education nz,58,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,58.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.00166414211348987
box office new plymouth,39,0,0.0,,,,,,,,,,,,,,,,,,,,,,,60.0,,,,61.0,,44.0,42.0,,,39.0,45.0,,,,52.0,,,,40.0,,,,39.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017114227246830633
whanau whakatauki,54,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,40.0,,,,,,,,,,,,,,79.0,,,,54.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015707566135504845
nz nurse pay scale,66,0,0.0,,,,,,,,,,,,,,,19.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,90.0,,66.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017326117796329827
hawkes bay hospital new zealand,82,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017781544492847783
albany postcode nz,41,0,0.0,,,45.0,,,37.0,,,,48.0,,,,,,,,,,,,,,,,,,,,,,,37.0,39.0,,45.0,,32.0,,34.0,,33.0,,45.0,,41.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001783136197160881
invercargill christchurch,77,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,99.0,,,,,,,,,,,77.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0018664759545146954
addiction and mental health,91,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,51.0,,,58.0,54.0,,90.0,,97.0,,,,,,,,91.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017078841408052848
types of assault charges nz,18,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,23.0,18.0,,19.0,19.0,,32.0,,,30.0,,,21.0,,,,,18.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016445856049296958
auckland to te kuiti,38,0,0.0,,22.0,,,54.0,,53.0,,58.0,,,68.0,,,76.0,,48.0,33.0,,23.0,33.0,,31.0,,26.0,28.0,,66.0,46.0,,,,36.0,,45.0,76.0,,45.0,,71.0,,38.0,,,,38.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017678365274006401
mount eden events,64,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016373949862156533
vegemite new zealand,88,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001583628750700108
medic alert bracelets new zealand,81,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015536259483391345
new zealand clinical psychology,78,0,0.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017416841657578205
ankle bracelets police,1,0,0.0,,2.0,,,1.0,,2.0,,1.0,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,4.0,,3.0,,,,,,2.0,,,2.0,,2.0,,1.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016129223516171273
monitoring nz,17,0,0.0,,,,,42.0,37.0,,7.0,,,7.0,,40.0,,20.0,,18.0,,13.0,23.0,,33.0,71.0,,78.0,54.0,,49.0,,25.0,12.0,,26.0,13.0,,13.0,,14.0,,26.0,,23.0,,24.0,,17.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016614364732829314
dry cleaning napier,80,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0015990684613680572
mount maunganui 3116,23,0,0.0,,,25.0,,22.0,,,17.0,,43.0,,,,,,,82.0,48.0,,73.0,93.0,,,,95.0,,,67.0,49.0,,,,71.0,,67.0,70.0,,8.0,,25.0,,8.0,,16.0,,23.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.001553607119097088
what nz bank is 03,16,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,17.0,,24.0,33.0,,29.0,,20.0,,20.0,,21.0,,16.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0017731704211997044
visiting hours hastings hospital,51,0,0.0,,,,,,,,,,,,,76.0,,73.0,,,,,,,,,,,,,78.0,,,80.0,,88.0,,,,,96.0,,83.0,,,,,,51.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016841069872247226
bnz login mobile,98,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,98.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.00167033337616494
pds christchurch,64,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016225939438200305
new zealand interview questions,96,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,,,,,,97.0,,96.0,"The New Zealand Department of Corrections works to make New Zealand a better, safer place by protecting the public from those who can cause harm; and reducing re-offending.",0.0016185338492091996
