title,h1_tags,word_count,keywords,description,DC.Description,snapshot_url,Timestamp
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200531050154/https://www.workandincome.govt.nz/,31/05/2020 5:01
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200601002236/https://www.workandincome.govt.nz/,1/06/2020 0:22
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200601004525/https://www.workandincome.govt.nz/,1/06/2020 0:45
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200601030124/https://www.workandincome.govt.nz/,1/06/2020 3:01
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200601035901/https://www.workandincome.govt.nz/,1/06/2020 3:59
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200601050259/https://www.workandincome.govt.nz/,1/06/2020 5:02
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200601220859/https://www.workandincome.govt.nz/,1/06/2020 22:08
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200602022931/https://www.workandincome.govt.nz/,2/06/2020 2:29
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1369,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200602135230/https://www.workandincome.govt.nz/,2/06/2020 13:52
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200603025915/https://www.workandincome.govt.nz/,3/06/2020 2:59
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200603045152/https://www.workandincome.govt.nz/,3/06/2020 4:51
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200603131821/https://www.workandincome.govt.nz/,3/06/2020 13:18
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200603161644/https://www.workandincome.govt.nz/,3/06/2020 16:16
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200603184956/https://www.workandincome.govt.nz/,3/06/2020 18:49
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200603205949/https://workandincome.govt.nz/,3/06/2020 20:59
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200603210815/https://www.workandincome.govt.nz/,3/06/2020 21:08
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200603234040/https://www.workandincome.govt.nz/,3/06/2020 23:40
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1386,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200604010807/https://www.workandincome.govt.nz/,4/06/2020 1:08
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1451,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200605071014/https://www.workandincome.govt.nz/,5/06/2020 7:10
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1451,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200605155819/https://www.workandincome.govt.nz/,5/06/2020 15:58
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1451,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200605155837/https://www.workandincome.govt.nz/,5/06/2020 15:58
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1451,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200606051335/https://www.workandincome.govt.nz/,6/06/2020 5:13
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1451,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200606071707/https://www.workandincome.govt.nz/,6/06/2020 7:17
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1420,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200606133132/http://www.workandincome.govt.nz/,6/06/2020 13:31
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1420,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200606133139/https://www.workandincome.govt.nz/,6/06/2020 13:31
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1420,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200606134340/http://www.workandincome.govt.nz/,6/06/2020 13:43
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1420,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200607072533/https://www.workandincome.govt.nz/,7/06/2020 7:25
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1420,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200607121003/https://www.workandincome.govt.nz/,7/06/2020 12:10
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1420,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200607121012/https://www.workandincome.govt.nz/,7/06/2020 12:10
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1392,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200607150327/https://www.workandincome.govt.nz/,7/06/2020 15:03
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1410,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200608024755/https://www.workandincome.govt.nz/,8/06/2020 2:47
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1491,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200608040754/https://www.workandincome.govt.nz/,8/06/2020 4:07
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1448,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200608042216/https://www.workandincome.govt.nz/,8/06/2020 4:22
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1448,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200608053553/https://www.workandincome.govt.nz/,8/06/2020 5:35
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1449,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200609022903/https://www.workandincome.govt.nz/,9/06/2020 2:29
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1449,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200609032402/https://www.workandincome.govt.nz/,9/06/2020 3:24
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1458,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200609074608/https://www.workandincome.govt.nz/,9/06/2020 7:46
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1453,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200610135805/https://www.workandincome.govt.nz/,10/06/2020 13:58
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1453,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200610163519/https://www.workandincome.govt.nz/,10/06/2020 16:35
Work and Income - Work and Income,"['Kia ora, welcome to Work and Income']",1453,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200610193359/https://www.workandincome.govt.nz/,10/06/2020 19:33
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200610230459/https://www.workandincome.govt.nz/,10/06/2020 23:04
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611021447/https://www.workandincome.govt.nz/,11/06/2020 2:14
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611060426/https://www.workandincome.govt.nz/,11/06/2020 6:04
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611133913/https://www.workandincome.govt.nz/,11/06/2020 13:39
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611141105/https://www.workandincome.govt.nz/,11/06/2020 14:11
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611145928/https://www.workandincome.govt.nz/,11/06/2020 14:59
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611162138/https://www.workandincome.govt.nz/,11/06/2020 16:21
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611170451/https://www.workandincome.govt.nz/,11/06/2020 17:04
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611202929/https://www.workandincome.govt.nz/,11/06/2020 20:29
Work and Income,"['Kia ora, welcome to Work and Income']",1461,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200611205521/https://www.workandincome.govt.nz/,11/06/2020 20:55
Work and Income,"['Kia ora, welcome to Work and Income']",1480,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200612013631/https://www.workandincome.govt.nz/,12/06/2020 1:36
Work and Income,"['Kia ora, welcome to Work and Income']",1480,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200612024324/https://www.workandincome.govt.nz/,12/06/2020 2:43
Work and Income,"['Kia ora, welcome to Work and Income']",1507,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200612064608/https://www.workandincome.govt.nz/,12/06/2020 6:46
Work and Income,"['Kia ora, welcome to Work and Income']",1507,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200612083124/https://www.workandincome.govt.nz/,12/06/2020 8:31
Work and Income,"['Kia ora, welcome to Work and Income']",1507,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200612111755/https://www.workandincome.govt.nz/,12/06/2020 11:17
Work and Income,"['Kia ora, welcome to Work and Income']",1507,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200612125927/https://www.workandincome.govt.nz/,12/06/2020 12:59
Work and Income,"['Kia ora, welcome to Work and Income']",1507,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200612160124/https://www.workandincome.govt.nz/,12/06/2020 16:01
Work and Income,"['Kia ora, welcome to Work and Income']",1507,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200612165518/https://www.workandincome.govt.nz/,12/06/2020 16:55
Work and Income,"['Kia ora, welcome to Work and Income']",1487,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200613043022/https://www.workandincome.govt.nz/,13/06/2020 4:30
Work and Income,"['Kia ora, welcome to Work and Income']",1441,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200614082023/https://www.workandincome.govt.nz/,14/06/2020 8:20
Work and Income,"['Kia ora, welcome to Work and Income']",1441,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200614120518/https://www.workandincome.govt.nz/,14/06/2020 12:05
Work and Income,"['Kia ora, welcome to Work and Income']",1441,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200614142127/https://www.workandincome.govt.nz/,14/06/2020 14:21
Work and Income,"['Kia ora, welcome to Work and Income']",1441,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200614150858/https://www.workandincome.govt.nz/,14/06/2020 15:08
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200615010210/https://www.workandincome.govt.nz/,15/06/2020 1:02
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200615093541/https://www.workandincome.govt.nz/,15/06/2020 9:35
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200615104700/https://www.workandincome.govt.nz/,15/06/2020 10:47
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200615120855/https://www.workandincome.govt.nz/,15/06/2020 12:08
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200615133153/https://www.workandincome.govt.nz/,15/06/2020 13:31
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200615180905/https://www.workandincome.govt.nz/,15/06/2020 18:09
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200615232621/https://www.workandincome.govt.nz/,15/06/2020 23:26
Work and Income,"['Kia ora, welcome to Work and Income']",1513,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200616010314/https://www.workandincome.govt.nz/,16/06/2020 1:03
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200616045449/https://www.workandincome.govt.nz/,16/06/2020 4:54
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200616060053/http://www.workandincome.govt.nz/,16/06/2020 6:00
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200616113936/https://www.workandincome.govt.nz/,16/06/2020 11:39
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200616153307/https://www.workandincome.govt.nz/,16/06/2020 15:33
Work and Income,"['Kia ora, welcome to Work and Income']",1459,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200616192511/https://www.workandincome.govt.nz/,16/06/2020 19:25
Work and Income,"['Kia ora, welcome to Work and Income']",1473,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200616210908/https://www.workandincome.govt.nz/,16/06/2020 21:09
Work and Income,"['Kia ora, welcome to Work and Income']",1469,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200617013013/https://www.workandincome.govt.nz/,17/06/2020 1:30
Work and Income,"['Kia ora, welcome to Work and Income']",1469,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200619020817/http://www.workandincome.govt.nz/,19/06/2020 2:08
Work and Income,"['Kia ora, welcome to Work and Income']",1468,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200622022629/https://www.workandincome.govt.nz/,22/06/2020 2:26
Work and Income,"['Kia ora, welcome to Work and Income']",1468,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200622024459/https://www.workandincome.govt.nz/,22/06/2020 2:44
Work and Income,"['Kia ora, welcome to Work and Income']",1468,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200622033211/https://www.workandincome.govt.nz/,22/06/2020 3:32
Work and Income,"['Kia ora, welcome to Work and Income']",1468,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200622044740/https://www.workandincome.govt.nz/,22/06/2020 4:47
Work and Income,"['Kia ora, welcome to Work and Income']",1468,"Work, income, news, updates, Te Pae Tata","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.","Work and Income are here to help you financially if you're on a low income or not working, support you into work and help you find housing.",https://web.archive.org/web/20200622051142/https://www.workandincome.govt.nz/,22/06/2020 5:11
